"","SRR12885679","SRR12885688","SRR12885709","SRR12885579","SRR12885580","SRR12885581"
"ENSG00000041802",3296,3542,12222,1,1,1
"ENSG00000041880",987,935,416,1,1,1
"ENSG00000041982",539,2346,6179,1,1,1
"ENSG00000041988",810,550,920,1,1,1
"ENSG00000042062",112,166,185,1,1,1
"ENSG00000042088",778,961,1177,1,1,1
"ENSG00000042286",1838,1544,1758,1,1,1
"ENSG00000042304",1,1,4,1,1,1
"ENSG00000042317",1965,2831,581,1,1,1
"ENSG00000042429",503,359,1102,1,1,1
"ENSG00000042445",6420,6836,3670,1,1,1
"ENSG00000042493",2519,1348,212,1,1,1
"ENSG00000042753",2775,3238,1712,1,1,1
"ENSG00000042781",628,354,10,1,1,1
"ENSG00000042813",33,21,21,1,1,1
"ENSG00000042832",13,17,613,1,1,1
"ENSG00000042980",493,617,20,1,1,1
"ENSG00000043039",436,290,74,1,1,1
"ENSG00000043093",3693,4803,7080,1,1,1
"ENSG00000043143",9659,8286,7878,1,1,1
"ENSG00000043355",1,3,318,1,1,1
"ENSG00000043462",80,132,72,1,1,1
"ENSG00000043514",1245,1309,2434,1,1,1
"ENSG00000043591",135,116,24,1,1,1
"ENSG00000044012",82,96,1,1,1,1
"ENSG00000044090",4369,2711,2171,1,1,1
"ENSG00000044115",29585,38949,40433,1,1,1
"ENSG00000044446",3504,1957,1622,1,1,1
"ENSG00000044459",746,826,488,1,1,1
"ENSG00000044524",214,129,56,1,1,1
"ENSG00000044574",64118,132172,221684,1,1,1
"ENSG00000046604",16786,25729,7944,1,1,1
"ENSG00000046647",1161,786,675,1,1,1
"ENSG00000046651",3591,4113,7234,1,1,1
"ENSG00000046653",373,198,527,1,1,1
"ENSG00000046774",1,1,1,1,1,1
"ENSG00000046889",59,95,35,1,1,1
"ENSG00000047056",2824,5482,7380,1,1,1
"ENSG00000047188",4457,6290,8072,1,1,1
"ENSG00000047230",2182,2475,435,1,1,1
"ENSG00000047249",6579,6660,19628,1,1,1
"ENSG00000047315",17147,16880,27598,1,1,1
"ENSG00000047346",5547,8570,17617,1,1,1
"ENSG00000047365",902,1945,818,1,1,1
"ENSG00000047410",11702,15714,17134,1,1,1
"ENSG00000047457",1116,1211,1479,1,1,1
"ENSG00000047578",2692,2734,2755,1,1,1
"ENSG00000047579",994,1169,2234,1,1,1
"ENSG00000047597",366,1017,203,1,1,1
"ENSG00000047617",7,1,5,1,1,1
"ENSG00000047621",1337,1165,2228,1,1,1
"ENSG00000047634",702,1597,13130,1,1,1
"ENSG00000047644",2483,3604,1859,1,1,1
"ENSG00000047648",76,119,283,1,1,1
"ENSG00000047662",33,41,195,1,1,1
"ENSG00000047849",16745,20566,10177,1,1,1
"ENSG00000047932",5526,5349,7344,1,1,1
"ENSG00000047936",9,3,65,1,1,1
"ENSG00000048028",1635,914,1001,1,1,1
"ENSG00000048052",5830,4026,9811,1,1,1
"ENSG00000048140",4582,5834,2368,1,1,1
"ENSG00000048162",615,514,2304,1,1,1
"ENSG00000048342",1762,1591,634,1,1,1
"ENSG00000048392",12853,11818,17990,1,1,1
"ENSG00000048405",2311,4689,6873,1,1,1
"ENSG00000048462",1,1,3,1,1,1
"ENSG00000048471",8243,6839,2145,1,1,1
"ENSG00000048540",266,680,38,1,1,1
"ENSG00000048544",4162,3825,7733,1,1,1
"ENSG00000048545",1,1,7,1,1,1
"ENSG00000048649",9048,10629,16424,1,1,1
"ENSG00000048707",8855,12492,8469,1,1,1
"ENSG00000048740",2039,2588,5166,1,1,1
"ENSG00000048828",16541,14260,7960,1,1,1
"ENSG00000048991",3539,3375,1856,1,1,1
"ENSG00000049089",1721,1752,108,1,1,1
"ENSG00000049130",1974,1172,12726,1,1,1
"ENSG00000049167",1164,1245,743,1,1,1
"ENSG00000049192",127,108,130,1,1,1
"ENSG00000049239",3308,6407,2525,1,1,1
"ENSG00000049245",8192,11263,19226,1,1,1
"ENSG00000049246",4327,6793,10409,1,1,1
"ENSG00000049247",4,2,3,1,1,1
"ENSG00000049249",139,75,213,1,1,1
"ENSG00000049283",821,846,24,1,1,1
"ENSG00000049323",2325,2421,1469,1,1,1
"ENSG00000049449",7291,5804,7305,1,1,1
"ENSG00000049540",75,174,1,1,1,1
"ENSG00000049541",867,1110,1195,1,1,1
"ENSG00000049618",7040,8128,4490,1,1,1
"ENSG00000049656",6325,6915,7795,1,1,1
"ENSG00000049759",5825,9132,21090,1,1,1
"ENSG00000049768",14,32,65,1,1,1
"ENSG00000049769",1136,830,1775,1,1,1
"ENSG00000049860",22604,24710,33960,1,1,1
"ENSG00000049883",913,1159,942,1,1,1
"ENSG00000050030",4168,4331,1338,1,1,1
"ENSG00000050130",7733,7287,4730,1,1,1
"ENSG00000050165",1400,1315,969,1,1,1
"ENSG00000050327",1960,2120,1228,1,1,1
"ENSG00000050344",383,649,1182,1,1,1
"ENSG00000050393",4291,4364,9817,1,1,1
"ENSG00000050405",11942,12274,5386,1,1,1
"ENSG00000050426",3248,6950,4328,1,1,1
"ENSG00000050438",7115,2890,1816,1,1,1
"ENSG00000050555",462,458,163,1,1,1
"ENSG00000050628",2100,1816,3124,1,1,1
"ENSG00000050730",2,40,8,1,1,1
"ENSG00000050748",5792,8224,3691,1,1,1
"ENSG00000050767",2,28,41,1,1,1
"ENSG00000050820",4900,6086,3403,1,1,1
"ENSG00000051009",2160,2468,2999,1,1,1
"ENSG00000051108",17832,27045,77022,1,1,1
"ENSG00000051128",325,492,261,1,1,1
"ENSG00000051180",33,54,54,1,1,1
"ENSG00000051341",30,48,66,1,1,1
"ENSG00000051382",4461,8047,3395,1,1,1
"ENSG00000051523",1975,803,451,1,1,1
"ENSG00000051596",468,658,782,1,1,1
"ENSG00000051620",3240,7106,6501,1,1,1
"ENSG00000051825",2010,1923,2391,1,1,1
"ENSG00000052126",2987,3846,2026,1,1,1
"ENSG00000052344",4200,7883,2070,1,1,1
"ENSG00000052723",3314,4453,7597,1,1,1
"ENSG00000052749",2458,1946,5646,1,1,1
"ENSG00000052795",7228,11673,43553,1,1,1
"ENSG00000052802",11646,22776,35000,1,1,1
"ENSG00000052841",8879,7740,14626,1,1,1
"ENSG00000052850",4,6,9,1,1,1
"ENSG00000053108",4193,1484,346,1,1,1
"ENSG00000053254",5483,10641,9381,1,1,1
"ENSG00000053328",396,120,69,1,1,1
"ENSG00000053371",2573,1670,367,1,1,1
"ENSG00000053372",1831,2037,3240,1,1,1
"ENSG00000053438",65,53,134,1,1,1
"ENSG00000053501",898,572,862,1,1,1
"ENSG00000053524",2512,1474,875,1,1,1
"ENSG00000053702",165,201,97,1,1,1
"ENSG00000053747",2516,2182,813,1,1,1
"ENSG00000053770",6486,6607,5840,1,1,1
"ENSG00000053900",2201,2658,1911,1,1,1
"ENSG00000053918",2081,3579,203,1,1,1
"ENSG00000054116",5000,6305,7306,1,1,1
"ENSG00000054118",12083,12040,22316,1,1,1
"ENSG00000054148",3484,2074,1765,1,1,1
"ENSG00000054179",600,1121,98,1,1,1
"ENSG00000054219",699,1088,170,1,1,1
"ENSG00000054267",7273,6185,15756,1,1,1
"ENSG00000054277",133,62,125,1,1,1
"ENSG00000054282",3065,2742,1664,1,1,1
"ENSG00000054356",185524,114056,35445,1,1,1
"ENSG00000054392",945,831,112,1,1,1
"ENSG00000054523",10917,12460,9336,1,1,1
"ENSG00000054598",277,477,371,1,1,1
"ENSG00000054611",3341,1975,1546,1,1,1
"ENSG00000054654",23750,29236,9809,1,1,1
"ENSG00000054690",1718,1974,572,1,1,1
"ENSG00000054793",27969,20820,7782,1,1,1
"ENSG00000054796",1,1,4,1,1,1
"ENSG00000054803",364,477,601,1,1,1
"ENSG00000054938",82,65,23,1,1,1
"ENSG00000054965",7774,6613,4103,1,1,1
"ENSG00000054967",299,294,1703,1,1,1
"ENSG00000054983",5505,7045,4639,1,1,1
"ENSG00000055044",3706,3206,8377,1,1,1
"ENSG00000055070",12565,15420,21735,1,1,1
"ENSG00000055118",8532,8632,4074,1,1,1
"ENSG00000055130",5224,6735,7302,1,1,1
"ENSG00000055147",2521,2348,4113,1,1,1
"ENSG00000055163",7301,6200,1508,1,1,1
"ENSG00000055208",9007,13518,16668,1,1,1
"ENSG00000055211",3995,9791,6742,1,1,1
"ENSG00000055332",9348,11382,3262,1,1,1
"ENSG00000055483",3879,4313,14283,1,1,1
"ENSG00000055609",12774,19827,28039,1,1,1
"ENSG00000055732",3568,6364,4900,1,1,1
"ENSG00000055813",128,73,57,1,1,1
"ENSG00000055917",12171,15424,38455,1,1,1
"ENSG00000055950",1955,2215,2128,1,1,1
"ENSG00000055955",21,43,20,1,1,1
"ENSG00000055957",8,30,18,1,1,1
"ENSG00000056050",2044,1413,1546,1,1,1
"ENSG00000056097",13848,13861,28875,1,1,1
"ENSG00000056277",407,651,1007,1,1,1
"ENSG00000056291",17,6,282,1,1,1
"ENSG00000056487",388,427,176,1,1,1
"ENSG00000056558",540,425,443,1,1,1
"ENSG00000056586",7760,10646,19569,1,1,1
"ENSG00000056736",1859,2633,1176,1,1,1
"ENSG00000056972",3054,3707,2160,1,1,1
"ENSG00000056998",1363,2458,70,1,1,1
"ENSG00000057019",2746,2726,9304,1,1,1
"ENSG00000057149",11,209,8,1,1,1
"ENSG00000057252",12511,7306,12734,1,1,1
"ENSG00000057294",3291,3008,1388,1,1,1
"ENSG00000057468",3,1,60,1,1,1
"ENSG00000057593",221,291,30,1,1,1
"ENSG00000057608",22029,24495,21273,1,1,1
"ENSG00000057657",149,243,1007,1,1,1
"ENSG00000057663",3173,4175,6587,1,1,1
"ENSG00000057704",5497,4939,1458,1,1,1
"ENSG00000057757",4222,4502,10685,1,1,1
"ENSG00000057935",3898,4010,2427,1,1,1
"ENSG00000058056",2052,3438,110,1,1,1
"ENSG00000058063",9132,10216,11039,1,1,1
"ENSG00000058085",11406,20129,7226,1,1,1
"ENSG00000058091",4229,3691,3616,1,1,1
"ENSG00000058262",27852,38023,50453,1,1,1
"ENSG00000058272",5061,5628,12752,1,1,1
"ENSG00000058335",10569,6234,795,1,1,1
"ENSG00000058404",6059,4504,493,1,1,1
"ENSG00000058453",855,835,420,1,1,1
"ENSG00000058600",2413,2243,2161,1,1,1
"ENSG00000058668",8852,9814,1249,1,1,1
"ENSG00000058673",93,145,306,1,1,1
"ENSG00000058729",2453,3071,5237,1,1,1
"ENSG00000058799",2565,2724,2765,1,1,1
"ENSG00000058804",1965,2307,2558,1,1,1
"ENSG00000058866",774,1329,305,1,1,1
"ENSG00000059122",1878,2689,1932,1,1,1
"ENSG00000059145",282,341,1130,1,1,1
"ENSG00000059377",476,186,79,1,1,1
"ENSG00000059378",1749,2863,921,1,1,1
"ENSG00000059573",6501,4212,3557,1,1,1
"ENSG00000059588",2397,3412,1154,1,1,1
"ENSG00000059691",1094,1024,1551,1,1,1
"ENSG00000059728",2585,4406,26187,1,1,1
"ENSG00000059758",1481,2948,4092,1,1,1
"ENSG00000059769",1106,1423,8963,1,1,1
"ENSG00000059804",949,731,11562,1,1,1
"ENSG00000059915",5735,5730,1379,1,1,1
"ENSG00000060069",1285,1729,3181,1,1,1
"ENSG00000060138",2610,2631,1801,1,1,1
"ENSG00000060140",40,110,6,1,1,1
"ENSG00000060237",19406,27628,28396,1,1,1
"ENSG00000060303",1,1,1,1,1,1
"ENSG00000060339",6806,7482,15895,1,1,1
"ENSG00000060491",1951,2331,2364,1,1,1
"ENSG00000060558",206,91,149,1,1,1
"ENSG00000060566",14,6,1,1,1,1
"ENSG00000060642",1557,980,994,1,1,1
"ENSG00000060656",5358,3628,1234,1,1,1
"ENSG00000060688",1805,2281,4522,1,1,1
"ENSG00000060709",8622,8793,3926,1,1,1
"ENSG00000060718",48,6,1,1,1,1
"ENSG00000060749",3777,4400,5764,1,1,1
"ENSG00000060762",2665,7412,8571,1,1,1
"ENSG00000060971",2194,2239,1124,1,1,1
"ENSG00000060982",5028,9803,3832,1,1,1
"ENSG00000061273",1950,2727,894,1,1,1
"ENSG00000061337",367,219,148,1,1,1
"ENSG00000061455",28,36,43,1,1,1
"ENSG00000061492",1,1,1,1,1,1
"ENSG00000061656",319,265,391,1,1,1
"ENSG00000061676",30967,43877,48750,1,1,1
"ENSG00000061794",5560,5153,3911,1,1,1
"ENSG00000061918",5213,4684,3804,1,1,1
"ENSG00000061936",2692,3396,5907,1,1,1
"ENSG00000061938",3061,4163,2532,1,1,1
"ENSG00000061987",6777,6476,9560,1,1,1
"ENSG00000062038",1027,870,124,1,1,1
"ENSG00000062096",1,1,1,1,1,1
"ENSG00000062194",8088,10053,16762,1,1,1
"ENSG00000062282",378,374,101,1,1,1
"ENSG00000062370",830,884,825,1,1,1
"ENSG00000062485",10777,11894,15053,1,1,1
"ENSG00000062524",17,7,20,1,1,1
"ENSG00000062582",58,64,904,1,1,1
"ENSG00000062598",5357,4229,2861,1,1,1
"ENSG00000062650",6848,9212,15756,1,1,1
"ENSG00000062716",7568,8712,9168,1,1,1
"ENSG00000062725",6218,7274,7537,1,1,1
"ENSG00000062822",594,248,549,1,1,1
"ENSG00000063015",2507,1083,853,1,1,1
"ENSG00000063046",35125,62230,62727,1,1,1
"ENSG00000063127",46,85,143,1,1,1
"ENSG00000063169",599,599,1453,1,1,1
"ENSG00000063176",1904,948,953,1,1,1
"ENSG00000063177",23214,29711,28733,1,1,1
"ENSG00000063180",4760,4571,2128,1,1,1
"ENSG00000063241",1633,1561,1329,1,1,1
"ENSG00000063244",8858,6546,22460,1,1,1
"ENSG00000063245",3475,6220,5615,1,1,1
"ENSG00000063322",6179,7641,9077,1,1,1
"ENSG00000063438",45,92,79,1,1,1
"ENSG00000063515",1,1,2,1,1,1
"ENSG00000063587",2444,4173,3110,1,1,1
"ENSG00000063601",2269,2521,3317,1,1,1
"ENSG00000063660",2539,4065,2046,1,1,1
"ENSG00000063761",975,540,862,1,1,1
"ENSG00000063854",3418,3276,2099,1,1,1
"ENSG00000063978",3854,4841,6719,1,1,1
"ENSG00000064012",969,754,293,1,1,1
"ENSG00000064042",16953,13064,12259,1,1,1
"ENSG00000064102",1798,1186,2283,1,1,1
"ENSG00000064115",9072,6130,2872,1,1,1
"ENSG00000064195",11,18,11,1,1,1
"ENSG00000064199",492,768,709,1,1,1
"ENSG00000064201",38,34,1,1,1,1
"ENSG00000064205",1,3,1,1,1,1
"ENSG00000064218",1,1,3,1,1,1
"ENSG00000064225",2390,1068,751,1,1,1
"ENSG00000064270",702,308,62,1,1,1
"ENSG00000064300",285,452,918,1,1,1
"ENSG00000064309",1542,2800,3224,1,1,1
"ENSG00000064313",3189,3318,8338,1,1,1
"ENSG00000064393",22145,21737,10878,1,1,1
"ENSG00000064419",4654,4801,10527,1,1,1
"ENSG00000064489",1,3,8,1,1,1
"ENSG00000064490",1247,1040,805,1,1,1
"ENSG00000064545",687,610,205,1,1,1
"ENSG00000064547",439,435,250,1,1,1
"ENSG00000064601",14938,11413,18841,1,1,1
"ENSG00000064607",9411,7062,9073,1,1,1
"ENSG00000064651",3073,5367,6569,1,1,1
"ENSG00000064652",1133,1504,569,1,1,1
"ENSG00000064655",106,85,2,1,1,1
"ENSG00000064666",814,1973,414,1,1,1
"ENSG00000064687",3689,1810,1497,1,1,1
"ENSG00000064692",109,115,38,1,1,1
"ENSG00000064703",1624,1863,3035,1,1,1
"ENSG00000064726",8343,11857,13115,1,1,1
"ENSG00000064763",415,740,308,1,1,1
"ENSG00000064787",452,495,12,1,1,1
"ENSG00000064835",3,5,7,1,1,1
"ENSG00000064886",100,50,46,1,1,1
"ENSG00000064932",2335,1908,5655,1,1,1
"ENSG00000064933",1476,1286,2309,1,1,1
"ENSG00000064961",1097,1554,1331,1,1,1
"ENSG00000064989",216,259,8,1,1,1
"ENSG00000064995",2122,3769,5917,1,1,1
"ENSG00000064999",3054,2618,2946,1,1,1
"ENSG00000065000",13048,12978,17122,1,1,1
"ENSG00000065029",3686,3132,1628,1,1,1
"ENSG00000065054",1370,1933,408,1,1,1
"ENSG00000065057",735,364,78,1,1,1
"ENSG00000065060",5158,5428,7604,1,1,1
"ENSG00000065135",7030,8434,20850,1,1,1
"ENSG00000065150",11656,16509,18822,1,1,1
"ENSG00000065154",8851,8108,22996,1,1,1
"ENSG00000065183",2583,2767,5494,1,1,1
"ENSG00000065243",6565,9331,13572,1,1,1
"ENSG00000065268",1479,746,615,1,1,1
"ENSG00000065308",1089,1371,1096,1,1,1
"ENSG00000065320",4134,3186,1113,1,1,1
"ENSG00000065325",25,16,1,1,1,1
"ENSG00000065328",13,24,285,1,1,1
"ENSG00000065357",1168,1758,433,1,1,1
"ENSG00000065361",6896,20506,468,1,1,1
"ENSG00000065371",1,1,1,1,1,1
"ENSG00000065413",1168,1577,936,1,1,1
"ENSG00000065427",7840,10767,11657,1,1,1
"ENSG00000065457",2789,3142,2855,1,1,1
"ENSG00000065485",1152,1422,687,1,1,1
"ENSG00000065491",2031,1795,3793,1,1,1
"ENSG00000065518",10489,9052,13074,1,1,1
"ENSG00000065526",10087,14229,19108,1,1,1
"ENSG00000065534",521,934,568,1,1,1
"ENSG00000065548",6203,5772,13920,1,1,1
"ENSG00000065559",3842,3976,7291,1,1,1
"ENSG00000065600",611,467,462,1,1,1
"ENSG00000065609",5327,4471,2722,1,1,1
"ENSG00000065613",11567,17844,36721,1,1,1
"ENSG00000065615",4878,4660,11567,1,1,1
"ENSG00000065618",187,251,84,1,1,1
"ENSG00000065621",3939,5537,1801,1,1,1
"ENSG00000065665",675,691,2006,1,1,1
"ENSG00000065675",202,382,10,1,1,1
"ENSG00000065717",3167,2562,437,1,1,1
"ENSG00000065802",7709,8115,6664,1,1,1
"ENSG00000065809",8213,19958,15057,1,1,1
"ENSG00000065833",6640,4531,2904,1,1,1
"ENSG00000065882",2484,4660,2480,1,1,1
"ENSG00000065883",4043,6136,12834,1,1,1
"ENSG00000065911",6899,7653,21270,1,1,1
"ENSG00000065923",4494,4803,1171,1,1,1
"ENSG00000065970",3401,5615,4989,1,1,1
"ENSG00000065978",18802,22213,34792,1,1,1
"ENSG00000065989",366,849,585,1,1,1
"ENSG00000066027",5731,8287,7568,1,1,1
"ENSG00000066032",3643,1783,2192,1,1,1
"ENSG00000066044",4076,3305,5105,1,1,1
"ENSG00000066056",65,113,59,1,1,1
"ENSG00000066084",10490,11641,19280,1,1,1
"ENSG00000066117",3158,3613,4054,1,1,1
"ENSG00000066135",2082,1516,1645,1,1,1
"ENSG00000066136",1916,1691,1790,1,1,1
"ENSG00000066185",297,277,53,1,1,1
"ENSG00000066230",252,346,164,1,1,1
"ENSG00000066248",217,466,76,1,1,1
"ENSG00000066279",59,44,303,1,1,1
"ENSG00000066294",116,232,1,1,1,1
"ENSG00000066322",5025,6263,3650,1,1,1
"ENSG00000066336",81,266,51,1,1,1
"ENSG00000066379",538,589,605,1,1,1
"ENSG00000066382",504,188,33,1,1,1
"ENSG00000066405",80,395,7,1,1,1
"ENSG00000066422",2879,3366,11628,1,1,1
"ENSG00000066427",1668,1648,4250,1,1,1
"ENSG00000066455",6990,11145,13534,1,1,1
"ENSG00000066468",969,1186,99,1,1,1
"ENSG00000066557",1612,1948,5213,1,1,1
"ENSG00000066583",2961,3074,6077,1,1,1
"ENSG00000066629",1569,1648,1419,1,1,1
"ENSG00000066651",2010,2377,3179,1,1,1
"ENSG00000066654",4828,5191,10975,1,1,1
"ENSG00000066697",1765,2625,8230,1,1,1
"ENSG00000066735",964,225,94,1,1,1
"ENSG00000066739",6022,9678,15229,1,1,1
"ENSG00000066777",9829,13021,10730,1,1,1
"ENSG00000066813",1,1,18,1,1,1
"ENSG00000066827",893,378,1796,1,1,1
"ENSG00000066855",2377,3325,4206,1,1,1
"ENSG00000066923",978,864,422,1,1,1
"ENSG00000066926",2049,3791,1896,1,1,1
"ENSG00000066933",2450,3344,4148,1,1,1
"ENSG00000067048",8663,1,1,1,1,1
"ENSG00000067057",5367,7063,7347,1,1,1
"ENSG00000067064",11565,21314,46005,1,1,1
"ENSG00000067066",4178,5848,5464,1,1,1
"ENSG00000067082",9073,12469,26818,1,1,1
"ENSG00000067113",708,1076,776,1,1,1
"ENSG00000067141",13010,14127,4969,1,1,1
"ENSG00000067167",21264,36780,52163,1,1,1
"ENSG00000067177",3140,1850,1215,1,1,1
"ENSG00000067182",6840,4629,4901,1,1,1
"ENSG00000067191",498,588,487,1,1,1
"ENSG00000067208",2873,3929,4304,1,1,1
"ENSG00000067221",1474,1524,1034,1,1,1
"ENSG00000067225",71234,59896,109480,1,1,1
"ENSG00000067248",6145,5898,6082,1,1,1
"ENSG00000067334",5577,8299,29825,1,1,1
"ENSG00000067365",553,907,1248,1,1,1
"ENSG00000067369",12462,5378,11281,1,1,1
"ENSG00000067445",2595,1564,360,1,1,1
"ENSG00000067533",1596,2239,5953,1,1,1
"ENSG00000067560",15529,18696,38008,1,1,1
"ENSG00000067596",4446,5254,8905,1,1,1
"ENSG00000067601",1,1,1,1,1,1
"ENSG00000067606",846,783,1359,1,1,1
"ENSG00000067646",1676,1,1,1,1,1
"ENSG00000067704",9483,13267,9015,1,1,1
"ENSG00000067715",476,399,776,1,1,1
"ENSG00000067798",958,1020,1178,1,1,1
"ENSG00000067829",2476,2758,1368,1,1,1
"ENSG00000067836",1610,851,223,1,1,1
"ENSG00000067840",1937,2075,680,1,1,1
"ENSG00000067842",17,12,8,1,1,1
"ENSG00000067900",6719,10137,15572,1,1,1
"ENSG00000067955",6541,9665,10776,1,1,1
"ENSG00000067992",12506,24004,3026,1,1,1
"ENSG00000068001",1570,860,176,1,1,1
"ENSG00000068024",1853,1673,2552,1,1,1
"ENSG00000068028",1020,1591,7454,1,1,1
"ENSG00000068078",1059,2094,369,1,1,1
"ENSG00000068079",2067,1085,109,1,1,1
"ENSG00000068097",1553,1283,1019,1,1,1
"ENSG00000068120",4275,2937,6550,1,1,1
"ENSG00000068137",1874,1832,737,1,1,1
"ENSG00000068305",6584,12142,13895,1,1,1
"ENSG00000068308",3791,3630,5294,1,1,1
"ENSG00000068323",3979,4601,7819,1,1,1
"ENSG00000068354",1542,1710,1429,1,1,1
"ENSG00000068366",5858,6776,12321,1,1,1
"ENSG00000068383",1538,1563,1169,1,1,1
"ENSG00000068394",1719,1558,1893,1,1,1
"ENSG00000068400",5688,5243,4816,1,1,1
"ENSG00000068438",1986,1883,2784,1,1,1
"ENSG00000068489",93,111,187,1,1,1
"ENSG00000068615",1663,2483,364,1,1,1
"ENSG00000068650",6498,9302,2851,1,1,1
"ENSG00000068654",9102,6447,6373,1,1,1
"ENSG00000068697",25620,23822,31325,1,1,1
"ENSG00000068724",1765,2973,1772,1,1,1
"ENSG00000068745",6084,4086,6628,1,1,1
"ENSG00000068781",3,5,14,1,1,1
"ENSG00000068784",3266,2342,2856,1,1,1
"ENSG00000068796",4539,5962,4344,1,1,1
"ENSG00000068831",1,4,47,1,1,1
"ENSG00000068878",6957,12220,19382,1,1,1
"ENSG00000068885",1965,1663,1438,1,1,1
"ENSG00000068903",3837,3002,3135,1,1,1
"ENSG00000068912",21109,30217,25457,1,1,1
"ENSG00000068971",3391,2006,1721,1,1,1
"ENSG00000068976",4,19,922,1,1,1
"ENSG00000068985",1,1,1,1,1,1
"ENSG00000069011",1,11,1,1,1,1
"ENSG00000069018",25,84,14,1,1,1
"ENSG00000069020",10629,7242,7300,1,1,1
"ENSG00000069122",307,416,11,1,1,1
"ENSG00000069188",449,650,139,1,1,1
"ENSG00000069206",1,5,1,1,1,1
"ENSG00000069248",4973,5567,5192,1,1,1
"ENSG00000069275",37348,42942,21268,1,1,1
"ENSG00000069329",12263,11178,19013,1,1,1
"ENSG00000069345",6155,7263,9944,1,1,1
"ENSG00000069399",718,858,586,1,1,1
"ENSG00000069424",1303,1203,2396,1,1,1
"ENSG00000069431",4934,3844,3003,1,1,1
"ENSG00000069482",57,15,75,1,1,1
"ENSG00000069493",66,59,156,1,1,1
"ENSG00000069509",1628,1633,1290,1,1,1
"ENSG00000069535",1388,1908,24,1,1,1
"ENSG00000069667",5268,16668,21779,1,1,1
"ENSG00000069696",2,10,11,1,1,1
"ENSG00000069702",11279,7831,4164,1,1,1
"ENSG00000069764",15,31,125,1,1,1
"ENSG00000069812",40,59,1,1,1,1
"ENSG00000069849",5097,4005,36310,1,1,1
"ENSG00000069869",1554,1459,4375,1,1,1
"ENSG00000069943",953,1281,660,1,1,1
"ENSG00000069956",6603,15342,35843,1,1,1
"ENSG00000069966",4040,3290,1573,1,1,1
"ENSG00000069974",5724,5816,5604,1,1,1
"ENSG00000069998",2209,1924,3169,1,1,1
"ENSG00000070010",3230,6084,8327,1,1,1
"ENSG00000070018",5802,8349,3859,1,1,1
"ENSG00000070019",50,352,29,1,1,1
"ENSG00000070031",11,12,4,1,1,1
"ENSG00000070047",2830,2482,3136,1,1,1
"ENSG00000070061",7797,3346,5927,1,1,1
"ENSG00000070081",23934,29476,12901,1,1,1
"ENSG00000070087",32430,34936,6921,1,1,1
"ENSG00000070159",11759,14378,9719,1,1,1
"ENSG00000070182",10227,6601,3585,1,1,1
"ENSG00000070190",136,145,441,1,1,1
"ENSG00000070193",147,331,24,1,1,1
"ENSG00000070214",6698,8674,3684,1,1,1
"ENSG00000070269",2037,1675,2268,1,1,1
"ENSG00000070366",2887,3146,2161,1,1,1
"ENSG00000070367",9728,12109,10810,1,1,1
"ENSG00000070371",654,496,787,1,1,1
"ENSG00000070388",14,24,77,1,1,1
"ENSG00000070404",1279,1455,3158,1,1,1
"ENSG00000070413",9339,9201,9355,1,1,1
"ENSG00000070423",978,1283,2008,1,1,1
"ENSG00000070444",1742,2055,2547,1,1,1
"ENSG00000070476",1830,3183,3953,1,1,1
"ENSG00000070495",2275,2065,14214,1,1,1
"ENSG00000070501",1511,1590,863,1,1,1
"ENSG00000070526",118,425,3,1,1,1
"ENSG00000070540",1170,2822,3073,1,1,1
"ENSG00000070601",480,516,10,1,1,1
"ENSG00000070610",6420,4261,6451,1,1,1
"ENSG00000070614",5570,9231,6095,1,1,1
"ENSG00000070669",520,342,823,1,1,1
"ENSG00000070718",1923,2161,2173,1,1,1
"ENSG00000070729",2,3,6,1,1,1
"ENSG00000070731",361,144,17,1,1,1
"ENSG00000070748",16,4,1,1,1,1
"ENSG00000070756",28203,50732,45110,1,1,1
"ENSG00000070759",108,191,565,1,1,1
"ENSG00000070761",2099,1819,4638,1,1,1
"ENSG00000070770",1927,3866,6102,1,1,1
"ENSG00000070778",2154,2718,3368,1,1,1
"ENSG00000070785",2363,1861,902,1,1,1
"ENSG00000070808",4,8,12,1,1,1
"ENSG00000070814",2346,1731,3918,1,1,1
"ENSG00000070831",392,641,1002,1,1,1
"ENSG00000070882",353,495,204,1,1,1
"ENSG00000070886",127,125,137,1,1,1
"ENSG00000070915",1,1,1,1,1,1
"ENSG00000070950",769,916,2596,1,1,1
"ENSG00000070961",12324,12064,34376,1,1,1
"ENSG00000070985",267,232,74,1,1,1
"ENSG00000071051",2741,5216,869,1,1,1
"ENSG00000071054",12304,15087,17743,1,1,1
"ENSG00000071073",17846,15296,6227,1,1,1
"ENSG00000071082",37995,45316,34388,1,1,1
"ENSG00000071127",12269,15267,11429,1,1,1
"ENSG00000071189",8635,9365,11670,1,1,1
"ENSG00000071203",1,1,1,1,1,1
"ENSG00000071205",672,889,1562,1,1,1
"ENSG00000071242",4573,4707,2206,1,1,1
"ENSG00000071243",1518,1688,5143,1,1,1
"ENSG00000071246",2494,1639,376,1,1,1
"ENSG00000071282",2054,2725,3544,1,1,1
"ENSG00000071462",5566,6316,9000,1,1,1
"ENSG00000071537",20875,39319,41606,1,1,1
"ENSG00000071539",43,55,118,1,1,1
"ENSG00000071553",25658,18853,16630,1,1,1
"ENSG00000071564",1877,1903,1631,1,1,1
